Customer_ID,Customer_Name,Gender,Age,City,State,Region,Customer_Segment,Registration_Date
CUST00032,Kiran Singh,Female,35,Chandigarh,Chandigarh,North,Consumer,2025-06-10
CUST00033,Rohan Patel,Female,43,Chennai,Tamil Nadu,South,Small Business,2025-12-14
CUST00034,Neha Kumar,Female,31,Pune,Maharashtra,West,Consumer,2022-04-09
CUST00035,Swathi Joshi,Male,44,Delhi,Delhi,North,Consumer,2022-06-10
CUST00036,Arjun Joshi,Male,47,Kochi,Kerala,South,Corporate,2025-11-16
CUST00037,Priya Sharma,Male,40,Ahmedabad,Gujarat,West,Corporate,2024-11-11
CUST00038,Ananya Verma,Male,64,Bhubaneswar,Odisha,East,Small Business,2025-07-30
CUST00039,Rahul Singh,Male,31,Lucknow,Uttar Pradesh,North,Consumer,2024-03-26
CUST00040,Sneha Patel,Female,61,Chennai,Tamil Nadu,South,Consumer,2025-04-10
CUST00041,Meera Singh,Female,40,Chandigarh,Chandigarh,North,Consumer,2023-12-01
CUST00042,Isha Choudhary,Male,18,Hyderabad,Telangana,South,Consumer,2025-03-30
CUST00043,Priya Reddy,Female,35,Ranchi,Jharkhand,East,Consumer,2023-09-18
CUST00044,Varun Verma,Male,37,Ranchi,Jharkhand,East,Consumer,2023-05-05
CUST00045,Nikhil Rao,Female,24,Bengaluru,Karnataka,South,Consumer,2024-01-29
CUST00046,Priya Reddy,Female,47,Jaipur,Rajasthan,North,Small Business,2024-06-21
CUST00047,Sneha Mishra,Male,32,Delhi,Delhi,North,Consumer,2023-04-16
CUST00048,Rahul Reddy,Male,27,,Bihar,East,Corporate,2022-02-20
CUST00049,Nikhil Kumar,Male,37,Delhi,Delhi,North,Consumer,2022-09-21
CUST00050,Divya Das,Female,18,Mumbai,Maharashtra,West,Consumer,2024-05-26
CUST00051,Isha Joshi,Male,47,Ranchi,Jharkhand,East,Small Business,2023-09-28
CUST00052,Rohan Sharma,Male,42,Jaipur,Rajasthan,North,Consumer,2024-12-17
CUST00053,Kiran Mehta,Female,39,Ahmedabad,Gujarat,West,Consumer,2024-12-17
CUST00054,Arjun Choudhary,Male,42,Jaipur,Rajasthan,North,Consumer,2023-07-14
CUST00055,Neha Mishra,Male,55,Delhi,Delhi,North,Consumer,2025-01-04
CUST00056,Kavya Patel,Female,44,Jaipur,Rajasthan,North,Consumer,2025-05-28
CUST00057,Varun Sharma,Male,28,Mumbai,Maharashtra,West,Consumer,2022-12-23
CUST00058,Pooja Verma,Female,44,Ahmedabad,Gujarat,West,Consumer,2025-05-31
CUST00059,Rohan Mehta,Male,53,Jaipur,Rajasthan,North,Corporate,2022-12-02
CUST00060,Rahul Sharma,Female,38,Ahmedabad,Gujarat,West,Corporate,2024-05-01
CUST00061,Divya Reddy,Female,36,Surat,Gujarat,West,Corporate,2025-07-15
CUST00062,Arjun Sharma,Female,31,Chennai,Tamil Nadu,South,Consumer,2022-10-12
CUST00063,Divya Choudhary,Male,35,Kolkata,West Bengal,East,Consumer,2022-03-31
CUST00064,Pooja Mehta,Male,29,Surat,Gujarat,West,Consumer,2025-05-04
CUST00065,Swathi Mishra,Female,33,Jaipur,Rajasthan,North,Small Business,2023-11-07
CUST00066,Kiran Naidu,Female,28,Jaipur,Rajasthan,North,Consumer,2025-01-27
CUST00067,Sneha Reddy,Male,44,Ranchi,Jharkhand,East,Consumer,2025-10-24
CUST00068,Suresh Gupta,Female,36,Ahmedabad,Gujarat,West,Consumer,2025-07-20
CUST00069,Isha Naidu,Male,31,Hyderabad,Telangana,South,Consumer,2025-06-10
CUST00070,Divya Naidu,Male,42,Chennai,Tamil Nadu,South,Small Business,2025-11-08
CUST00071,Rohan Mehta,Female,18,Kochi,Kerala,South,Consumer,2024-06-09
CUST00072,Sneha Singh,Female,29,Mumbai,Maharashtra,West,Corporate,2022-04-19
CUST00073,Pooja Mehta,Male,18,Mumbai,Maharashtra,West,Small Business,2022-08-23
CUST00074,Swathi Choudhary,Male,51,Lucknow,Uttar Pradesh,North,Corporate,2023-05-07
CUST00075,Ananya Gupta,Male,28,Hyderabad,Telangana,South,Small Business,2025-05-02
CUST00076,Kiran Verma,Female,20,Mumbai,Maharashtra,West,Consumer,2025-09-27
CUST00077,Nikhil Choudhary,Female,18,Kochi,Kerala,South,Corporate,2023-03-21
CUST00078,Vikram Iyer,Male,44,Chandigarh,Chandigarh,North,Consumer,2025-02-23
CUST00079,Suresh Mishra,Male,49,Chennai,Tamil Nadu,South,Corporate,2024-06-13
CUST00080,Vikram Sharma,Female,38,Delhi,Delhi,North,Consumer,2023-05-20
CUST00081,Nikhil Naidu,Female,36,Patna,Bihar,East,Consumer,2025-06-04
CUST00082,Isha Naidu,Male,34,Chennai,Tamil Nadu,South,Corporate,2025-03-12
CUST00083,Arjun Singh,Female,48,Patna,Bihar,East,Small Business,2025-09-15
CUST00084,Kavya Rao,Male,26,Ranchi,Jharkhand,East,Consumer,2023-01-08
CUST00085,Sneha Mehta,Male,26,Surat,Gujarat,West,Consumer,2024-01-10
CUST00086,Nikhil Naidu,Male,25,Ranchi,Jharkhand,East,Corporate,2024-01-02
CUST00087,Suresh Joshi,Male,32,Ranchi,Jharkhand,East,Consumer,2023-03-26
CUST00088,Swathi Iyer,Male,40,Jaipur,Rajasthan,North,Consumer,2023-01-09
CUST00089,Swathi Choudhary,Male,18,Hyderabad,Telangana,South,Small Business,2024-03-05
CUST00090,Suresh Sharma,Male,47,Hyderabad,Telangana,South,Consumer,2023-01-20
CUST00091,Kavya Gupta,Female,34,Mumbai,Maharashtra,West,Corporate,2023-11-08
CUST00092,Pooja Patel,Male,34,Jaipur,Rajasthan,North,Consumer,2022-01-01
CUST00093,Suresh Mishra,Male,37,Chennai,Tamil Nadu,South,Consumer,2022-04-05
CUST00094,Vikram Mehta,Male,38,Surat,Gujarat,West,Consumer,2024-02-10
CUST00095,Swathi Das,Female,38,Lucknow,Uttar Pradesh,North,Consumer,2024-07-07
CUST00096,Kiran Singh,Female,47,Patna,Bihar,East,Corporate,2022-04-13
CUST00097,Rahul Verma,Female,42,Pune,Maharashtra,West,Consumer,2025-08-24
CUST00098,Ananya Sharma,Female,54,Delhi,Delhi,North,Consumer,2024-01-29
CUST00099,Rohan Sharma,Female,18,Jaipur,Rajasthan,North,Consumer,2023-06-30
CUST00100,Rahul Mishra,Male,33,Pune,Maharashtra,West,Consumer,2022-04-21
CUST00101,Kavya Choudhary,Male,24,Delhi,Delhi,south,Corporate,2022-10-08
CUST00102,Priya Iyer,Female,39,Chennai,Tamil Nadu, SOUTH ,Consumer,2023-09-26
CUST00103,Rohan Singh,Male,25,Chennai,Tamil Nadu,South,Consumer,2023-10-07
CUST00104,Divya Mehta,Female,28,Delhi,Delhi,North,Consumer,2025-01-01
CUST00105,Varun Naidu,Female,21,Jaipur,Rajasthan,North,Consumer,2022-12-03
CUST00106,Sneha Sharma,Male,34,Jaipur,Rajasthan,North,Consumer,2023-12-20
CUST00107,Meera Mehta,Female,51,Patna,Bihar,East,Consumer,2023-11-30
CUST00108,Rohan Gupta,Female,36,Surat,Gujarat,West,Corporate,2022-12-29
CUST00109,Suresh Reddy,Male,18,Patna,Bihar,East,Consumer,2023-04-30
CUST00110,Pooja Gupta,Male,36,Chandigarh,Chandigarh,North,Consumer,2022-05-06
CUST00111,Nikhil Mishra,Female,44,Chandigarh,Chandigarh,North,Consumer,2022-04-21
CUST00112,Varun Verma,Female,40,Kochi,Kerala,South,Corporate,2025-10-24
CUST00113,Rohan Mehta,Male,47,Chandigarh,Chandigarh,North,Consumer,2022-11-11
CUST00114,Ananya Singh,Female,20,Kolkata,West Bengal,East,Consumer,2022-10-04
CUST00115,Ananya Gupta,Male,41,Pune,Maharashtra,West,Consumer,2022-04-28
CUST00116,Ananya Patel,Female,35,Hyderabad,Telangana,South,Corporate,2023-12-16
CUST00117,Rohan Mishra,Female,28,Surat,Gujarat,West,Consumer,2022-08-13
CUST00118,Nikhil Das,Male,23,Kochi,Kerala,South,Corporate,2022-11-16
CUST00119,Kiran Joshi,Male,61,Pune,Maharashtra,West,Consumer,2023-11-21
CUST00120,Pooja Singh,Male,18,Surat,Gujarat,West,Small Business,2022-01-13
CUST00121,Rahul Kumar,Male,45,Surat,Gujarat,West,Consumer,2025-12-13
CUST00122,Nikhil Singh,Female,41,Bhubaneswar,Odisha,East,Small Business,2022-11-30
CUST00123,Amit Naidu,Male,40,Mumbai,Maharashtra,West,Corporate,2025-10-04
CUST00124,Amit Naidu,Female,32,Surat,Gujarat,West,Corporate,2025-08-07
CUST00125,Kiran Singh,Male,41,Mumbai,Maharashtra,West,Consumer,2024-12-01
CUST00126,Swathi Rao,Male,36,Delhi,Delhi,North,Corporate,2024-03-10
CUST00127,Ananya Sharma,Female,18,Chennai,Tamil Nadu,South,Small Business,2023-05-18
CUST00128,Meera Singh,Female,34,Bengaluru,Karnataka,South,Corporate,2022-07-17
CUST00129,Priya Gupta,Female,25,Pune,Maharashtra,West,Small Business,2025-08-05
CUST00130,Vikram Iyer,Female,39,Kochi,Kerala,South,Consumer,2025-01-25
CUST00131,Kiran Iyer,Female,34,Kolkata,West Bengal,East,Corporate,2024-05-14
CUST00132,Ananya Mishra,Male,29,Pune,Maharashtra,West,Corporate,2022-08-04
CUST00133,Varun Mishra,Male,18,Kochi,Kerala,South,Corporate,2025-12-05
CUST00134,Rohan Patel,Female,30,Patna,Bihar,East,Corporate,2025-07-30
CUST00135,Isha Iyer,Female,22,Mumbai,Maharashtra,West,Consumer,2022-12-12
CUST00136,Amit Das,Female,27,Bhubaneswar,Odisha,East,Consumer,2025-05-18
CUST00137,Arjun Choudhary,Female,25,Delhi,Delhi,North,Small Business,2025-03-02
CUST00138,Kiran Rao,Female,36,Surat,Gujarat,West,Corporate,2025-11-02
CUST00139,Rohan Mishra,Male,30,Delhi,Delhi,North,Consumer,2023-02-24
CUST00140,Arjun Choudhary,Male,29,Pune,Maharashtra,West,Consumer,2023-10-23
CUST00141,Ravi Singh,Male,23,Patna,Bihar,East,Consumer,2022-03-16
CUST00142,Rahul Gupta,Male,18,Pune,Maharashtra,West,Corporate,2023-10-02
CUST00143,Divya Iyer,Male,33,Lucknow,Uttar Pradesh,North,Consumer,2025-03-30
CUST00144,Amit Verma,Male,20,Hyderabad,Telangana,South,Consumer,2024-12-08
CUST00145,Nikhil Kumar,Male,45,Ahmedabad,Gujarat,West,Consumer,2025-10-15
CUST00146,Vikram Sharma,Male,35,Hyderabad,Telangana,South,Consumer,2023-03-11
CUST00147,Rohan Joshi,Male,59,Lucknow,Uttar Pradesh,North,Consumer,2023-08-13
CUST00148,Varun Reddy,Male,22,Chennai,Tamil Nadu,South,Consumer,2022-04-24
CUST00149,Ananya Patel,Male,36,Bhubaneswar,Odisha,East,Small Business,2024-03-10
CUST00150,Pooja Patel,Female,31,Jaipur,Rajasthan,North,Consumer,2022-03-28
CUST00151,Swathi Gupta,Female,41,Ahmedabad,Gujarat,West,Consumer,2024-12-13
CUST00152,Varun Singh,Male,22,Delhi,Delhi,North,Corporate,2024-10-03
CUST00153,Rahul Patel,Male,41,Surat,Gujarat,West,Corporate,2023-03-28
CUST00154,Kiran Verma,Male,38,Kochi,Kerala,South,Consumer,2024-08-01
CUST00155,Vikram Mehta,Male,37,Bengaluru,Karnataka,South,Consumer,2023-05-29
CUST00156,Varun Singh,Male,21,Hyderabad,Telangana,South,Consumer,2025-11-10
CUST00157,Divya Kumar,Female,46,Chennai,Tamil Nadu,South,Consumer,2024-07-28
CUST00158,Isha Mehta,Female,18,Chennai,Tamil Nadu,South,Consumer,2023-12-15
CUST00159,Meera Gupta,Female,30,Bhubaneswar,Odisha,East,Consumer,2023-07-06
CUST00160,Suresh Naidu,Male,33,Bengaluru,Karnataka,South,Consumer,2025-06-12
CUST00161,Sneha Mehta,Male,28,Bhubaneswar,Odisha,East,Consumer,2025-03-15
CUST00162,Pooja Kumar,Male,26,Ranchi,Jharkhand,East,Consumer,2025-03-22
CUST00163,Divya Gupta,Male,29,Pune,Maharashtra,West,Consumer,2024-01-01
CUST00164,Rahul Das,Female,27,Surat,Gujarat,West,Consumer,2024-06-24
CUST00165,Nikhil Mehta,Male,29,Kolkata,West Bengal,East,Consumer,2025-10-18
CUST00166,Rohan Singh,Female,48,Hyderabad,Telangana,South,Consumer,2022-05-29
CUST00167,Neha Iyer,Male,24,Lucknow,Uttar Pradesh,North,Consumer,2022-04-08
CUST00168,Varun Rao,Female,44,Ahmedabad,Gujarat,West,Corporate,2025-08-05
CUST00169,Sneha Choudhary,Male,28,Jaipur,Rajasthan,North,Consumer,2022-12-31
CUST00170,Rahul Naidu,Female,35,Lucknow,Uttar Pradesh,North,Consumer,2023-12-14
CUST00171,Nikhil Sharma,Male,27,Surat,Gujarat,West,Consumer,2022-05-11
CUST00172,Kiran Das,Female,52,Bengaluru,Karnataka,South,Consumer,2024-05-15
CUST00173,Rohan Singh,Male,33,Chandigarh,Chandigarh,North,Consumer,2025-09-03
CUST00174,Rohan Rao,Female,40,Ranchi,Jharkhand,East,Corporate,2023-01-09
CUST00175,Ananya Rao,Male,18,Ranchi,Jharkhand,East,Small Business,2022-02-16
CUST00176,Pooja Gupta,Female,33,Ranchi,Jharkhand,East,Consumer,2025-01-14
CUST00177,Vikram Joshi,Male,25,Jaipur,Rajasthan,North,Consumer,2024-04-06
CUST00178,Swathi Choudhary,Female,40,Ahmedabad,Gujarat,West,Corporate,2023-02-06
CUST00179,Pooja Gupta,Male,19,Lucknow,Uttar Pradesh,North,Consumer,2025-01-26
CUST00180,Kiran Iyer,Male,39,Chennai,Tamil Nadu,South,Corporate,2022-12-30
CUST00181,Varun Rao,Male,27,Ahmedabad,Gujarat,West,Corporate,2022-01-16
CUST00182,Pooja Das,Male,44,Kolkata,West Bengal,East,Consumer,2025-04-08
CUST00183,Suresh Mishra,Male,59,Bengaluru,Karnataka,South,Consumer,2023-01-12
CUST00184,Vikram Kumar,Female,27,Jaipur,Rajasthan,North,Consumer,2022-01-03
CUST00185,Meera Rao,Male,23,Kolkata,West Bengal,East,Consumer,2023-12-06
CUST00186,Meera Choudhary,Male,26,Mumbai,Maharashtra,West,Consumer,2025-09-29
CUST00187,Divya Iyer,Female,43,Kochi,Kerala,South,Small Business,2022-01-11
CUST00188,Suresh Reddy,Male,31,Bhubaneswar,Odisha,East,Small Business,2025-08-26
CUST00189,Rohan Mishra,Male,32,Mumbai,Maharashtra,West,Consumer,2023-05-21
CUST00190,Ananya Singh,Male,28,Chennai,Tamil Nadu,South,Small Business,2023-11-20
CUST00191,Priya Kumar,Female,30,Delhi,Delhi,North,Corporate,2022-03-03
CUST00192,Priya Patel,Male,22,Hyderabad,Telangana,South,Consumer,2025-01-17
CUST00193,Sneha Joshi,Female,18,Delhi,Delhi,North,Consumer,2025-05-03
CUST00194,Rahul Das,Male,25,Delhi,Delhi,North,Consumer,2025-07-08
CUST00195,Rahul Rao,Male,34,Lucknow,Uttar Pradesh,North,Small Business,2024-08-30
CUST00196,Kiran Mishra,Female,27,Chandigarh,Chandigarh,North,Consumer,2022-08-12
CUST00197,Rohan Mehta,Female,39,Bhubaneswar,Odisha,East,Small Business,2025-08-05
CUST00198,Rohan Rao,Male,54,Pune,Maharashtra,West,Consumer,2024-03-26
CUST00199,Suresh Iyer,Male,24,Delhi,Delhi,North,Small Business,2023-07-11
CUST00200,Rohan Choudhary,Female,39,Jaipur,Rajasthan,North,Consumer,2022-12-29
CUST00201,Vikram Choudhary,Male,49,Mumbai,Maharashtra,West,Consumer,2025-06-01
CUST00202,Meera Iyer,Female,37,Kolkata,West Bengal,East,Corporate,2025-05-31
CUST00203,Suresh Patel,Male,45,Bengaluru,Karnataka,South,Consumer,2022-12-01
CUST00204,Kiran Mishra,Female,31,Bhubaneswar,Odisha,East,Consumer,2023-04-29
CUST00205,Sneha Iyer,Male,41,Bengaluru,Karnataka,South,Consumer,2022-01-22
CUST00206,Swathi Reddy,Female,43,Jaipur,Rajasthan,North,Corporate,2023-12-17
CUST00207,Priya Kumar,Female,32,Kochi,Kerala,South,Corporate,2023-07-24
CUST00208,Rahul Joshi,Male,18,Ahmedabad,Gujarat,West,Small Business,2025-01-27
CUST00209,Ravi Gupta,Male,28,Kolkata,West Bengal,East,Corporate,2024-08-31
CUST00210,Amit Iyer,Female,42,Kochi,Kerala,South,Small Business,2024-09-15
CUST00211,Varun Singh,Female,18,Mumbai,Maharashtra,West,Small Business,2025-07-04
CUST00212,Ananya Choudhary,Female,27,Jaipur,Rajasthan,North,Consumer,2024-10-05
CUST00213,Divya Reddy,Female,39,Delhi,Delhi,North,Consumer,2025-08-25
CUST00214,Varun Iyer,Female,33,Surat,Gujarat,West,Corporate,2023-01-22
CUST00215,Divya Singh,Female,50,Kolkata,West Bengal,East,Consumer,2023-06-05
CUST00216,Kavya Naidu,Male,49,Pune,Maharashtra,West,Corporate,2023-05-16
CUST00217,Rahul Rao,Male,53,Mumbai,Maharashtra,West,Consumer,2023-08-30
CUST00218,Amit Mishra,Female,30,Pune,Maharashtra,West,Small Business,2025-12-19
CUST00219,Amit Verma,Female,30,Surat,Gujarat,West,Consumer,2022-04-02
CUST00220,Arjun Mehta,Female,34,Kochi,Kerala,South,Small Business,2022-01-02
CUST00221,Arjun Naidu,Male,23,Hyderabad,Telangana,South,Consumer,2022-05-02
CUST00222,Varun Reddy,Male,31,Bengaluru,Karnataka,South,Corporate,2022-11-13
CUST00223,Ananya Naidu,Female,34,Chennai,Tamil Nadu,South,Corporate,2025-07-11
CUST00224,Swathi Das,Female,27,Surat,Gujarat,West,Consumer,2022-09-08
CUST00225,Vikram Iyer,Female,47,Patna,Bihar,East,Consumer,2023-05-30
CUST00226,Ravi Das,Female,35,Patna,Bihar,East,Consumer,2024-10-10
CUST00227,Divya Mishra,Male,18,Chandigarh,Chandigarh,North,Consumer,2023-11-16
CUST00228,Rohan Das,Female,44,Surat,Gujarat,West,Corporate,2023-10-24
CUST00229,Ravi Iyer,Female,40,Mumbai,Maharashtra,West,Consumer,2025-05-15
CUST00230,Vikram Das,Male,23,Hyderabad,Telangana,South,Small Business,2024-08-14
CUST00231,Isha Singh,Male,18,Surat,Gujarat,West,Corporate,2023-08-01
CUST00232,Rahul Kumar,Male,54,Patna,Bihar,East,Consumer,2025-10-26
CUST00233,Divya Patel,Female,47,Jaipur,Rajasthan,North,Consumer,2022-04-10
CUST00234,Pooja Das,Male,41,Ranchi,Jharkhand,East,Consumer,2022-10-20
CUST00235,Ananya Mishra,Male,32,Mumbai,Maharashtra,West,Consumer,2022-08-19
CUST00236,Isha Reddy,Male,25,Delhi,Delhi,North,Corporate,2022-01-28
CUST00237,Priya Singh,Male,51,Bengaluru,Karnataka,South,Consumer,2024-07-07
CUST00238,Amit Mehta,Male,49,Patna,Bihar,East,Consumer,2024-04-23
CUST00239,Ravi Sharma,Male,39,Bhubaneswar,Odisha,East,Consumer,2024-06-04
CUST00240,Amit Singh,Male,35,Kochi,Kerala,South,Consumer,2022-11-01
CUST00241,Divya Rao,Female,30,Hyderabad,Telangana,South,Consumer,2022-11-30
CUST00242,Ravi Choudhary,Male,37,Bengaluru,Karnataka,South,Consumer,2024-10-21
CUST00243,Priya Verma,Male,51,Ahmedabad,Gujarat,West,Consumer,2022-08-30
CUST00244,Amit Joshi,Female,41,Surat,Gujarat,West,Corporate,2025-04-23
CUST00245,Varun Iyer,Male,25,Ahmedabad,Gujarat,West,Consumer,2022-11-04
CUST00246,Swathi Mehta,Female,38,Ranchi,Jharkhand,East,Consumer,2025-09-26
CUST00247,Neha Mishra,Male,32,Hyderabad,Telangana,South,Corporate,2022-11-07
CUST00248,Amit Mehta,Male,36,Ahmedabad,Gujarat,West,Consumer,2022-10-30
CUST00249,Nikhil Das,Male,40,Surat,Gujarat,West,Corporate,2025-08-20
CUST00250,Ravi Mehta,Male,35,Mumbai,Maharashtra,West,Consumer,2023-12-05
CUST00251,Ravi Sharma,Male,37,Pune,Maharashtra,West,Consumer,2023-05-04
CUST00252,Sneha Reddy,Male,38,Lucknow,Uttar Pradesh,North,Consumer,2022-01-19
CUST00253,Rahul Reddy,Female,41,Pune,Maharashtra,West,Consumer,2024-04-01
CUST00254,Varun Sharma,Male,30,Ahmedabad,Gujarat,West,Consumer,2024-07-05
CUST00255,Arjun Sharma,Male,30,Chennai,Tamil Nadu,South,Consumer,2024-08-25
CUST00256,Meera Mehta,Female,33,Bhubaneswar,Odisha,East,Consumer,2022-03-26
CUST00257,Neha Reddy,Male,20,Jaipur,Rajasthan,North,Consumer,2025-08-16
CUST00258,Varun Iyer,Female,18,Kochi,Kerala,South,Corporate,2023-05-13
CUST00259,Amit Mishra,Female,43,Chandigarh,Chandigarh,North,Consumer,2023-02-03
CUST00260,Sneha Iyer,Male,32,Delhi,Delhi,North,Consumer,2022-05-21
CUST00261,Rohan Reddy,Male,38,Pune,Maharashtra,West,Corporate,2024-01-21
CUST00262,Priya Rao,Male,57,Chandigarh,Chandigarh,North,Corporate,2022-01-02
CUST00263,Suresh Kumar,Female,23,Hyderabad,Telangana,South,Small Business,2024-11-28
CUST00264,Vikram Choudhary,Male,34,Kolkata,West Bengal,East,Consumer,2022-10-25
CUST00265,Sneha Kumar,Male,36,Surat,Gujarat,West,Consumer,2025-10-17
CUST00266,Suresh Gupta,Female,47,Patna,Bihar,East,Consumer,2025-05-28
CUST00267,Ravi Choudhary,Female,45,Delhi,Delhi,North,Small Business,2023-12-21
CUST00268,Kiran Kumar,Male,30,Hyderabad,Telangana,South,Corporate,2024-12-19
CUST00269,Pooja Naidu,Male,25,Ahmedabad,Gujarat,West,Consumer,2023-11-18
CUST00270,Priya Das,Female,55,Hyderabad,Telangana,South,Consumer,2023-10-24
CUST00271,Kiran Choudhary,Male,39,Ranchi,Jharkhand,East,Consumer,2025-01-05
CUST00272,Rahul Patel,Female,22,Kolkata,West Bengal,East,Corporate,2025-10-29
CUST00273,Vikram Naidu,Female,37,Kolkata,West Bengal,East,Consumer,2025-04-05
CUST00274,Meera Kumar,Male,28,Kolkata,West Bengal,East,Small Business,2022-03-14
CUST00275,Arjun Iyer,Male,23,Surat,Gujarat,West,Corporate,2024-08-13
CUST00276,Divya Iyer,Female,54,Mumbai,Maharashtra,West,Consumer,2022-03-08
CUST00277,Divya Mishra,Male,19,Pune,Maharashtra,West,Small Business,2022-04-26
CUST00278,Divya Mehta,Female,20,Surat,Gujarat,West,Consumer,2022-10-14
CUST00279,Kavya Mehta,Male,49,Patna,Bihar,East,Consumer,2024-09-06
CUST00280,Kavya Joshi,Male,30,Chennai,Tamil Nadu,South,Consumer,2025-02-01
CUST00281,Kiran Kumar,Female,46,Pune,Maharashtra,West,Consumer,2023-02-10
CUST00282,Neha Gupta,Female,35,Bengaluru,Karnataka,South,Corporate,2023-04-05
CUST00283,Isha Reddy,Male,31,Pune,Maharashtra,West,Consumer,2022-12-27
CUST00284,Rahul Iyer,Male,29,Mumbai,Maharashtra,West,Consumer,2024-04-14
CUST00285,Sneha Reddy,Male,33,Kochi,Kerala,South,Small Business,2025-01-29
CUST00286,Pooja Das,Female,42,Kochi,Kerala,South,Consumer,2023-08-17
CUST00287,Priya Joshi,Female,36,Kolkata,West Bengal,East,Corporate,2024-08-05
CUST00288,Ravi Choudhary,Male,37,Bhubaneswar,Odisha,East,Consumer,2022-05-10
CUST00289,Swathi Joshi,Female,44,Chennai,Tamil Nadu,South,Consumer,2024-04-01
CUST00290,Sneha Choudhary,Male,38,Hyderabad,Telangana,South,Corporate,2024-04-01
CUST00291,Isha Patel,Female,39,Bhubaneswar,Odisha,East,Consumer,2024-07-05
CUST00292,Sneha Naidu,Male,43,Bengaluru,Karnataka,South,Consumer,2024-11-01
CUST00293,Suresh Choudhary,Male,24,Ranchi,Jharkhand,East,Corporate,2022-02-12
CUST00294,Rahul Das,Male,32,Bhubaneswar,Odisha,East,Consumer,2024-02-17
CUST00295,Rahul Joshi,Female,35,Delhi,Delhi,North,Small Business,2022-03-24
CUST00296,Priya Singh,Male,30,Delhi,Delhi,North,Consumer,2024-06-01
CUST00297,Kavya Das,Female,21,Ahmedabad,Gujarat,West,Consumer,2025-11-04
CUST00298,Isha Kumar,Male,40,Kochi,Kerala,South,Consumer,2024-12-22
CUST00299,Isha Choudhary,Male,28,Mumbai,Maharashtra,West,Consumer,2023-03-31
CUST00300,Kiran Joshi,Male,22,Mumbai,Maharashtra,West,Consumer,2023-02-09
CUST00301,Ananya Choudhary,Female,24,Pune,Maharashtra,West,Corporate,2024-11-02
CUST00302,Swathi Mishra,Female,39,Mumbai,Maharashtra,West,Corporate,2022-06-22
CUST00303,Sneha Sharma,Male,18,Ranchi,Jharkhand,East,Corporate,2022-07-02
CUST00304,Sneha Reddy,Male,54,Mumbai,Maharashtra,West,Corporate,2024-01-14
